Produktnummer;Produktname;Lagerkürzel;Lagerplatz;Standardlagerplatz;Bestand
101295;Abdeckung für Türbrüstung, 2-Türer, rechts, schwarz, Golf 1 &Co, OE Ref. 171867220  8BM;HL;;no;0
101296;Dichtung für Ausstellfenster der Fahrertür, Golf 1 &Co, OE Ref. 171837529B;HL;R24-018;yes;0
101297;Dichtung für Ausstellfenster der Beifahrertür, Golf 1 &Co, OE Ref. 171837530B;HL;R24-017;yes;0
101298;"Schriftzug ""GOLF"", schwarz, Golf 2, ab Bj. 08/1987 OE Ref. 191853687J 01C";HL;;no;0
101299;Querlenker inkl. Lager, vorne, beidseitig, Golf 2 &Co, OE Ref. 191407151B;HL;3-B4-301;yes;8
101300;Schriftzug GOLF in Chrom Golf 2 ab Bj. 07/1987 OE Ref. 191853687JGX2;HL;;no;0
101302;"Leerlaufregelventil, ""Zigarre"" Golf 2 und T3, MKB KR und GW, OE Ref. 035133455F";HL;2-L7-605;yes;1
101303;Fensterschachtdichtung - Satz, 4 Stück, innen, Golf 1 Cabrio, OE Ref. 155837475B;HL;2-G3-1001;yes;0
101304;Kappe seitlich am Rastbolzen des Schalthebels, T3 Bus, mit 5-Gang Getriebe, OE Ref. 251711242A;HL;2-N1-703-5;yes;7
101305;Handbremsseil  L1/L2 1748/1088 mm für Trommelbremse Golf 2 &Co bis Bj. 07/1988 OE Ref. 191609721;HL;2-J1-209;yes;2
101306;Handbremsseil  L1/L2 1527/1085 mm, Trommelbremse Golf 2 &Co ab Bj.10/88 Oe ref. 191609721E;HL;2-J1-104;yes;4
101307;Endrohr für Schalldämpfer T3 MKB JX (TD), OE Ref. 068251185B;HL;3-B7-402;yes;2
101308;Dichtung für Endrohr, T3 Turbodiesel, T4 Bus zw. Hosenrohr und Kat, OE Ref. 068251235A;HL;2-M5-103-5;yes;3
101309;Bremsleitungssatz Golf 2 G60 mit Scheibenbremse hinten und ABS;HL;;no;0
101310;Dichtung für Tankeinfüllstutzen Golf 1 &Co bis Bj. 07/1983 und K-Jetronik OE Ref. 171201119E;HL;2-K1-301-2;yes;8
101311;Auspuffgummi aus EPDM, Golf & Co, OE Ref. 191253147B;HL;2-M3-101-1;yes;22
101313;Halbkugel für Schalthebel Golf 1 & Co. OE Ref. 171711247;HL;N-17-1-2;yes;150
101314;Gummi Halter für Benzinleitung Golf 1 & Co  OE Ref. 171201245;HL;2-N9-403-1;yes;13
101315;Abdeckung für Türbrüstung, oben links und rechts, in schwarz, OE Ref. 155867219 BM und 155867220 BM;HL;2-K7-102;yes;2
101317;Feder für Schalthebel Oben T3 OE Ref. 823711199;HL;2-N1-605-2;yes;14
101318;Radmittenkappe für Alufelge, Durchmesser 58mm, Golf & Co, OE Ref. 321601171C;HL;2-O5-501-1;yes;20
101319;Simmering, Getriebe Eingangswelle, Golf & Co, OE Ref. 020311113;HL;2-M5-401-1;yes;7
101320;Traggelenk 19mm für Querlenker Golf 2 &Co ab Bj. 08/1987 OE Ref. 357407365;HL;2-J4-504;yes;4
101321;Lenkmanschette für Lenkgetriebe, T3, OE Ref. 251419831A;HL;2-J2-604;yes;7
101326;Klammer Armlehne OE Ref. 161867199;HL;2-N11-803-2;yes;2
101327;Kompletter Satz Fensterführungen, Fahrertür, mit Nut für Zierleiste, Golf 1 &Co;HL;;no;0
101328;Kompletter Satz Fensterführungen Beifahrertür, mit Nut für Zierleiste, Golf 1 &Co;HL;;no;0
101330;Keder Radlaufverbreiterung, felsgrau-metallic, Länge 240 mm, Golf 1 Cabrio, OE Ref. 1558539778DJ;HL;N-01-0-4-1;yes;7
101331;Clip für Einstiegleiste, Golf 1 Cabrio, OE Ref. 155853577;HL;2-N11-703-2;yes;22
101332;Spreizmutter mit Schraube für Radhaus und Schwellerverkleidung Golf 1 &Co OE Ref. 533853139;HL;;no;0
101333;Spreizmutter zur Befestigung von Karosserieanbauteilen, Golf 1 &Co, OE Ref. 873853139;HL;2-N15-803-4;yes;23
101334;Stützring Lenkrohr unten für mechanische Lenkung Golf 1 &Co OE Ref. 171419539;HL;2-K4-301-3;yes;0
101335;Schnappmutter 4,2x12,5x11mm, OE Ref. N90170803;HL;2-N15-803-6;yes;36
101336;Druckfeder für Lenksäule unten Golf 1 & Co. OE Ref. 171419343A;HL;M-05-3-4;yes;43
101337;Heizklappenzug zur Warm- und  Kaltregulierung, vorne, T3, OE Ref. 251265473A;HL;M-13-01;yes;3
101338;Kühlwasserschlauch Wärmetauscher nach Wasserrohr bis 1,3L Golf 1 &Co OE Ref. 171121088D;HL;2-G2-502;yes;2
101339;Keder für Radlaufverbreiterungen, alpinweiss 240 mm, Golf 1 Cabrio, OE Ref.155 853 977 90E;HL;L-08-5-6;yes;20
101340;Keder für Schwellerverbreiterung in alpinweiss 1431 mm Golf 1 Cabrio OE Ref. 155821521 90E;HL;L-08-4-7;yes;32
101341;Blende Sitzentriegelung Schraubversion  Golf  & Co OE Ref. 165881607;HL;2-N11-802-1;yes;51
101342;Faltenbalgsatz, Achsmanschette für Antriebswelle innen/außen, T3 2WD, OE Ref. 251598201;HL;2-L2-506;yes;6
101343;Kronenmutter für Antriebswelle  hinten beidseitig T3  OE Ref. N90149601;HL;2-K2-404-1;yes;6
101344;Original H4 Scheinwerfer mit Leuchtweitenregelung (LWR), Golf 1 Cabrio, OE Ref. 155941753;HL;2-I7-301;yes;9
101345;Deckel für Schalterblende bzw. Blinddeckel Golf 1 & Co und Passat  OE Ref. 321957087;HL;;no;0
101346;Klammer für Wasserabweiser, Golf & Co OE Ref. 191819145 A;HL;N-03-1-5-1;yes;63
101347;Faltenbalg für Schaltstange am Getriebe, Golf & Co., ab 07/81, OE Ref. 020301261;HL;2-N3-602-1;yes;8
101348;Staubschutz und Hitzeblech für Bremsanlage vorne, OE Qualität, Golf 1 & Co, OE Ref. 171615311;HL;3-A4-701;yes;6
101349;Reparatursatz für Antriebswellenflansch 50 x 65 x 10 Golf 2 ab Bj 07/87 OE Ref 020498085G;HL;2-M3-503-2;yes;6
101350;Feder für Schalthebel Aufnahme T3 OE Ref. 251711145;HL;2-N1-605-4;yes;39
101351;Kühlerwasserschlauch WaPu nach Zylinderkopf mit Ölkühler Golf 2 16V ab 03/91 OE Ref. 051121053A;HL;2-I5-403-3;yes;0
101352;Kühlwasserschlauch zur Heizung, Golf 1 &Co, ab 1,5L Hubraum, OE Ref. 171820371B;HL;2-H2-802;yes;11
101353;Ausrücklager für 4 und 5 Gang Getriebe Golf &Co ab 1,5L OE Ref. 020141165H;HL;N-01-4-5-1;yes;6
101354;Vergaserflansch für MKB RP, OE Ref. 050129761H;HL;2-N17-204-2;yes;3
101355;Spoiler für Karmann Stoßstange Golf 1 Cabrio ab Bj. 88 OE Ref. 155805903A;HL;3-H1-304;yes;8
101356;Türgriff  passend für Fahrer- und Beifahrertür  T3 OE Ref. 251837205;HL;2-K1-501;yes;8
101357;Kühlwasserschlauch Wasserrohr nach Kühler unten Golf 1 &Co bis 1,3L und Bj. 07/82 OE Ref. 171121051L;HL;2-I1-601;yes;2
101358;Benzinpumpe Einspritzer 6,5 BAR mit Schraubanschluss Golf 1 & Co GTI OE Ref. 171906091A;HL;2-L2-603;yes;3
101361;"Schriftzug """"Sportline""""  Rot /Schwarz für schwarzen Golf 1 Cabrio Rechts OE Ref.155853902 C BYQ";HL;2-N5-503-2;yes;2
101362;"Schriftzug """" Sportline """" Rot/Schwarz Links für schwarzen Golf 1 Cabrio  OE Ref. 155853901D BYQ";HL;2-N5-503-1;yes;2
101363;Gleitstück für Sitz vorne T3 OE Ref. 251881213;HL;N-05-4-1-1;yes;1
101365;"Schriftzug """" Jetta TX """" Chrom Schwarz Jetta 2  OE Ref. 165853687G GX2";HL;;no;0
101366;"Schriftzug ""Jetta"" in Chrom/Schwarz, Jetta 2, OE Ref. 165853687F GX2";HL;2-N5-503-3;yes;2
101367;VW-Zeichen vorne in Chrom  Passat Scirocco bis Bj. 07/85 OE Ref. 325853601;HL;;no;0
101368;Blinkleuchte seitlich am Kotflügel in Orange, Golf & Co, OE Ref. 161949117;HL;2-N7-605-1;yes;8
101369;Dichtung für Stoßstangen Befestigungsclip, Golf &Co, T4, OE Ref. N90174201;HL;M-04-2-3-4;yes;0
101370;Endstück, Abdeckung Regenrinne, vorne rechts bzw. hinten links, T3, OE Ref. 251853710 1BG;HL;2-O5-305-1;yes;18
101371;Bremsleitungssatz Golf 2 GTI mit ABS BKR und Scheibenbremse hinten;HL;;no;0
101372;Original Achszapfen hinten, T3, OE Ref. 211501265C;HL;3-B6-503;yes;3
101373;Anschlagpuffer für Endschalldämpfer, Golf &Co, OE Ref. 431253149A;HL;2-M1-101-2;yes;12
101375;Auspuffschelle Spannband 46,7 mm Golf &Co OE Ref. 191253139Q;HL;M-02-1-1;yes;6
101376;Auspuffgummi, Halter für die Abgasanlage Golf &Co, T4, OE Ref. 191253147;HL;2-M1-104-1;yes;8
101377;Radnabe für Hinterachse T3 OE Ref. 211501619;HL;2-K2-501;yes;2
101378;Blindniete Alu/Stahl schwarz, 4,0x14mm, Golf &Co, T4, OE Ref. N90634901;HL;2-N15-802-3;yes;258
101379;Linsenblechschraube H5X17 Golf 1 Cabrio, T4, OE Ref. 155853149;HL;2-N15-802-4;yes;179
101380;Lagerbuchse für Schaltgestänge, Golf 1 & Co, T3, OE Ref. 171711166;HL;2-N5-704-5;yes;5
101381;Linsenblechschraube 4.2x16mm Golf &Co OE Ref. N0139649;HL;2-N15-803-5;yes;432
101382;Linsenschraube 3,5X16mm, OE Ref. N90364201;HL;2-N15-802-5;yes;59
101383;Führungshülsensatz für Bremssattel vorne Golf &Co OE Ref. 171698447A;HL;2-N9-302-2;yes;5
101384;Bremsschlauch Hinterachse Länge 160 mm, Passat 32B, Golf 2 &Co ab Bj. 08/89, T4, OE Ref. 171611775;HL;2-N7-203-1;yes;6
101395;Federsplint für Schaltstange, Golf 1 &Co, OE Ref. 171711561;HL;2-N3-603-3;yes;378
101396;Dichtung zwischen Verdeckgestell und Einlegeschienen Golf 1 Cabrio OE Ref. 155871431;HL;M-06-1-4-6;yes;6
101447;Hebel für Türschloss, Golf 1 & Co, OE Ref. 171837080;HL;2-N11-602-1;yes;19
101448;Hebel für Türschloss, Golf 2 &Co OE Ref. 321837080;HL;2-N11-504-5;yes;5
101451;Clip bzw. Halter für Haubenaufsteller Golf 1 &Co OE Ref. 867823397;HL;N-01-5-4-2;yes;41
101453;Türdichtung, Golf 1 Cabrio, links, OE Ref. 155837911E;HL;;no;0
101461;Verkleidung Sitzgestell, rechts, ohne Loch, Golf 2 & Co, ab Bj. 88, OE Ref. 191881478;HL;2-N11-604-1;yes;17
101462;Blende für Sitz mit Loch rechts Golf &Co OE Ref. 191881480;HL;R24-004-003;yes;0
101463;Clip für Zierleiste, ab Baujahr 08/1981, Golf 1 & Co, OE Ref. 155853585;HL;2-N15-801-1;yes;70
101464;Gaszug für Automatik, Golf 2 &Co, OE Ref. 191723555;HL;L-06-2-01;yes;2
101465;Dichtung für Ölkühler am Ölfilterflansch Golf &Co, T4, OE Ref. 038117070A;HL;2-M1-401-2;yes;4
101466;Zündschalter bzw. Startschalter Golf 2 &Co ab Bj. 08/1989, T4 Bus OE Ref. 6N0905865;HL;2-N1-302-3;yes;2
101467;Feder für lastabhängigen Bremskraftregler  Golf 1 &Co OE Ref. 171612339;HL;2-N7-405-3;yes;5
101468;Kühlwasserschlauch zwischen Ausgleichbehälter und Rohr Golf 2 &Co ab Bj. 08/1989 OE Ref. 535121109;HL;2-I3-504-1;yes;3
101474;Kühlwasserschlauchsatz Golf 2 &Co 1,6L Hubraum ohne Ölkühler ab Bj. 08/1989;HL;;no;0
101475;Kühlwasser Schlauchsatz, Golf 2 & Co, 1,6L Hubraum, ohne Ölkühler, bis Bj. 07/1989;HL;;no;0
101476;"Schriftzug """" Fashion Line"""" Links Golf 1 Cabrio OE Ref. 155853687M";HL;;no;0
101477;Leuchtmittel, Glühlampe, 12V 1.2 W, gesteckt, Schalter- oder Instrumentenbeleuchtung, Golf &Co, OE R;HL;2-N7-701-2;yes;29
101478;Zwölfkantschraube M7X1 für Kupplungsdruckplatte Golf &Co OE Ref. N10013401;HL;2-O1-705-1;yes;45
101479;Steckergehäuse für H4 Scheinwerfer inkl. Kabelschuhe, Golf &Co OE Ref. 161941165A;HL;2-N3-203-5;yes;22
101480;Schraube zur Aufhängung der Hinterachse Golf 2 &Co OE Ref. N90354401;HL;2-O1-804-1;yes;8
101481;Haubenschloss Unterteil Golf 1 &Co bis Bj. 07/1983 OE Ref. 171823509;HL;N-01-5-2-3;yes;3
101482;Froststopfen 24mm, Golf &Co, T4, OE Ref. N01191410;HL;2-M3-103-3;yes;24
101483;Froststopfen mit 36,6 mm Außendurchmesser, Golf &Co, T4, OE Ref. 036103113A;HL;2-M5-501-6;yes;19
101484;Spannseil für Verdeck, hinten, Golf 1 Cabrio, OE Ref. 155871957A;HL;M-03-6-3;yes;18
101485;Winkel zur Umlenkung der Schaltstange Golf 1 &Co OE Ref. 171711586A;HL;2-N5-704-2;yes;1
101487;Anschlagpuffer für Schaltstange am Schalthebel Golf 1 &Co 4 Gang bis 1,3L OE Ref. 861711133;HL;;no;0
101488;Klemmschelle für Schaltstange am Unterboden Golf 1 & Co OE Ref. 803711237A;HL;2-N5-704-1;yes;4
101489;Schaltstange für Golf Syncro OE Ref. 191711574B;HL;2-N3-601-4;yes;2
101490;Abdeckkappe für Käseloch Felge ATIWE T3 OE Ref. 255601151A;HL;M-03-0-5;yes;4
101491;Dichtung Drosselklappengehäuse, Golf & Co mit Benzineinspritzung, OE Ref. 049133073B;HL;2-M1-403-3;yes;19
101492;Clip zur Befestigung der Schaltbetätigung am Schaltgehäuse Golf 2 &Co Automatik OE Ref. 191713818;HL;2-N5-601-5;yes;9
101493;Einsteckmutter, 8x8 mm für Heckklappe, Golf 2 &Co, Passat und Scirocco, OE Ref. 321813998A;HL;2-N15-602-2;yes;39
101494;Clip zur Befestigung der Kühlergrill Ecke, Golf 1 &Co, OE Ref. 155853119;HL;2-N15-804-2;yes;402
101495;Gummi zur seitlichen Führung der Motorhaube, Golf 2 &Co, OE Ref. 191823493;HL;M-06-3-3-4;yes;7
101496;Druckfeder am Schalthebel, T3 Bus, mit 5-Gang Getriebe, OE Ref. 251711247A;HL;2-N1-705-2;yes;13
101497;Clip für Einstiegsleiste Golf 2 &Co und Passat 32B OE Ref. 191853577A;HL;2-N9-602-3;yes;37
101498;Schriftzug Sportline Schwarz / Rot / Silber, LINKS, für roten Golf 1 Cabrio, OE Ref. 155853901D BYP;HL;2-N1-401-1;yes;2
101499;Schriftzug Sportline Schwarz/ Rot/Silber, Rechts, für roten Golf 1 Cabrio, OE Ref. 155853902C BYP;HL;2-N1-402-1;yes;2
101500;Anschlagscheibe für Motorlager mit 74,6mm Golf 1 &Co OE Ref. 171199125;HL;2-O5-301-3;yes;8
101503;Fensterführung, vorne im Steg, Scirocco 53b, OE Ref. 533837433;HL;2-G3-1201;yes;16
101504;Nabendeckel mit Loch für Tachowelle T 3 OE Ref. 251407691A;HL;N-03-5-3-4;yes;12
101506;Hebel für Rückenlehne, Sitz links, Golf &Co, ab BJ 08/1981, OE Ref. 191881633A;HL;2-N11-502-3;yes;13
101507;Hebel mit Blende für Rückenlehne, für Recaro-Sitz, Golf &Co, OE Ref. 191881633B, 191881607A;HL;2-N11-701-3;yes;10
101508;Unterdruckrohr für 2H-Motor Golf 1 Cabrio OE Ref. 155611931;HL;;no;0
101509;Ansaugschlauch für 2H-Motor Golf 1 Cabrio OE Ref. 155129627;HL;R18-069;yes;0
101510;Wasserabweiser, Golf 1 &Co, OE Ref. 171819415F;HL;2-G1-1101;yes;4
101511;Abreißschraube Lenksäule Golf 2 & Co OE Ref. 191419549A;HL;2-O3-804-5;yes;12
101512;Schlauchschelle 32-50mm 9mm breit Edelstahl OE Ref. N0245077;HL;2-K1-303-1;yes;62
101516;Tankrohr inkl. Montagesatz, Golf 1 Cabrio ab Bj. 08/83 mit 55L Tank, OE Ref. 155201129C;HL;;no;0
101517;Einfüllstutzen, inkl. Montagematerial, Golf 1 & Co Vergaser/Diesel bis Bj. 07/83, OE Ref. 171201129F;HL;;no;0
101518;Abdeckblech für Scheibenbremse hinten rechts Golf & Co bis Bj. 07/87 OE Ref. 191615612;HL;3-A4-602;yes;8
101519;Abdeckblech für Scheibenbremse hinten links Golf & Co bis Bj. 07/87 OE Ref. 191615611;HL;3-A4-603;yes;3
101520;Achszapfen hinten rechts für Scheibenbremse Golf & Co  OE Ref. 191501118B;HL;2-K6-604;yes;3
101521;Achszapfen hinten links für Scheibenbremse Golf &Co OE Ref. 191501117B;HL;2-K6-603;yes;2
101522;Clip für Zierleiste, Passat bis Bj.11/80 OE Ref. 321853139;HL;;no;0
101523;Keder Set für Karman Verbreiterung in Schwarz 6 Stück Golf 1 Cabrio;HL;N-03-5-4-4;yes;8
101524;Rahmen Heckscheibe, Golf 1 Cabrio, OE Ref. 155871423;HL;3-H4-303;yes;0
101525;Einfüllstutzen inkl. Montagematerial, Golf 1 &Co GTI bis Bj. 07/83, OE Ref. 171201129F;HL;;no;0
101527;Tankeinfüllstutzen inkl. Montagematerial für T3 Diesel OE Ref. 251201119D;HL;;no;0
101528;Tankeinfüllstutzen inkl. Montagematerial für T3  OE Ref. 251201119D;HL;;no;0
101529;Dichtungsset, Front-, Heck- und beide Seitenscheiben, ohne Nut für Keder, Golf 2, 2-Türer;HL;;no;0
101530;Abdeckung für Handbremshebel in Schwarz Golf 2 &Co ab Bj. 08/1988 OE Ref. 191711463D;HL;N-03-2-3-1;yes;14
101531;Luftführungspappe oben, 558mm, Golf 1 &Co, ab Bj. 08/1981, OE Ref. 171121293G;HL;2-I5-507;yes;4
101532;Wählhebel an der Schaltstange hinten, T3 Benziner, OE Ref. 251711973;HL;2-N1-603-4;yes;1
101534;Hupe Signalhorn Fanfare Hochton Golf  & Co, Passat und T3  OE Ref. 191951223;HL;2-I11-302;yes;3
101535;Hupe Signalhorn Fanfare Tiefton Golf  & Co, Passat und T3  OE Ref. 191951221;HL;2-I11-303;yes;4
101536;Hupe Signalhorn Fanfare Hochton und Tiefton Golf  & Co, Passat und T3  OE Ref. 191951223;HL;;no;0
101537;Sitzpolster mit Seitenwange, Sportsitz Golf 2 GTI &Co und Polo bis Bj. 07/1987 OE Ref. 191881375D;HL;2-E1-101;yes;10
101538;Abdeckung Radhaus hinten rechts Golf 1 & Co OE Ref. 171201192A;HL;;no;0
101539;Dichtung Dreiecksscheibe ohne Nut für Keder, Golf 1, Jetta 1, 4-Türer, OE Ref. 173845217;HL;2-H5-602;yes;2
101540;Dichtungssatz inkl. Chromkeder und Verbindungsmuffen für Front- Heck- und Seitenscheiben Golf 1;HL;;no;0
101541;Dichtungssatz für Front- Heck- und Seitenscheiben, ohne Nut für Keder, Golf 1;HL;;no;0
101543;Gummi zur Befestigung des Scheibenwischer Motors  Golf &Co und T3 OE Ref. 111955641;HL;2-N15-701-3;yes;26
101544;Dichtung für die Wischerwelle, Golf 1 &Co und T3, OE Ref. 171955729;HL;2-N15-701-5;yes;0
101545;Verschlussstopfen, Stopfen, 20 mm, Golf &Co, T3, OE Ref. 411963259;HL;2-O5-303-1;yes;152
101546;Abdeckkappe Schraube Hinterachsschwinge T3 OE Ref. 251501577;HL;M-06-4-4-3;yes;71
101547;Kühlwasserschlauch zw. Wasserrohr und Kühlwasserbehälter, Golf 2, 1.3L, OE Ref. 191121109C;HL;2-G2-602;yes;1
101548;Klammer, vierfach, Halter für Leitungen, Golf &Co, OE Ref. 191201449;HL;2-N7-504-1;yes;484
101549;Befestigungsschelle für das mech. & TRW Lenkgetriebe, Golf 2 &Co, OE Ref. 191419875;HL;2-K6-101;yes;185
101550;Clip für Stoßstangenführung seitlich Golf 2 &Co OE Ref. 191807193;HL;2-O5-402-1;yes;8
101551;Verbindungsmuffe für Zierleiste der Seitenscheibe Golf 2 & Co OE Ref. 191853349A;HL;2-O5-305-6;yes;1
101552;Halter für Schwellerverkleidung, Selbstklebend, Golf 2 &Co GTI 16V, OE Ref. 191853913;HL;L-08-3-5;yes;46
101553;Faltenbalg, für verstellbaren Außenspiegel, schwarz, Golf &Co, Passat, OE Ref. 191857517;HL;2-N11-701-2;yes;9
101554;Spezialschraube Servopumpe Golf & Co, Passat OE Ref. 035145541;HL;2-O1-704-1;yes;23
101556;Türschloss, Sicherungsstange rechts, Golf 1 & Co, OE Ref. 161837184;HL;2-O5-404-4;yes;2
101557;Deckel für Bremsflüssigkeitsbehälter Golf & Co, Polo, Passat und T3 OE Ref. 191611349A;HL;2-N7-505-6;yes;6
101558;Rosette, Dichtung unter Schiebetürgriff für T3 ab Bj. 1985 OE Ref. 251843711A;HL;2-L4-402-3;yes;11
101559;Rosette unter Schiebetürgriff T3 bis Bj. 07/84, OE Ref. 251843711;HL;2-L4-401-5;yes;3
101560;Klammer zur Befestigung der Dämmmatte an der Motorhaube Golf 1 &Co OE Ref. 155863849;HL;;no;0
101561;Tülle zur Montage der Einstiegsleistenclips, Golf 2 &Co, Passat, OE Ref. 191853586D;HL;2-N9-603-3;yes;896
101562;Hupenknopf mit Wolfsburg Wappen in Schwarz, Golf & Co, OE Ref. 861419669;HL;N-03-4-3-4;yes;1
101564;Schließbolzen für Fahrer- und Beifahrertür T3 bis Bj. 1981 OE Ref. 251837035;HL;2-L2-403-5;yes;3
101565;Klammer für Handbremshebel Golf & Co OE Ref. 191711350;HL;2-N9-403-6;yes;43
101566;Bolzen für Handbremshebel, Golf &Co, OE Ref. 191711341;HL;2-N7-404-5;yes;2
101567;Anschlagscheibe Motorlager rechts Golf 1 &Co OE Ref. 171199125A;HL;N-03-3-1-4;yes;7
101568;Gummi Halteband für Wagenheber oder Warndreieck Golf & Co Passat T3 OE Ref. 171809373B;HL;N-01-1-3-4;yes;21
101569;Halter für Kupplungsdruckrohr, T3 Bus, Diesel, OE Ref. 251721491A;HL;N-01-4-2-4;yes;1
101570;Verbindungsmuffe für Zierleiste der Seitenscheibe in schwarz Golf 2 &Co OE Ref. 191853349;HL;;no;0
101571;Schlüsselanhänger, GTI Kühlergrill, Golf &Co;HL;pickware_unknown_location;no;2
101572;Schlüsselanhänger T3 Kühlergrill;HL;2-O5-501-3;yes;1
101573;Gummibuchse, Aufnahme Gaszug am Gaspedal, Automatik, Golf 1 &Co, OE Ref. 823721567;HL;2-O5-305-3;yes;7
101574;Verschlußstopfen für Karosserieöffnungen 40mm Golf 1 &Co OE Ref. 411809131;HL;M-02-1-3;yes;20
101575;Halter für Sonnenblende, Schwarz, Golf 1 bis BJ 1979, Cabrio bis 1992, OE Ref. 171857559;HL;2-N9-604-4;yes;11
101576;Schlauch Kurbelgehäuseentlüftung K-Jetronic Golf &Co und Passat OE Ref. 049103223B;HL;2-M3-103-2;yes;18
101577;Clip für Einstiegsleiste Scirocco 53B OE Ref. 533853577;HL;2-N9-602-4;yes;39
101578;Halter für Türverkleidung, unten, Golf 2 &Co und Passat, OE Ref. 3A0867301;HL;2-N9-604-3;yes;33
101579;T-Stück , z.B. Wärmetauscher Golf 1 &Co T3 OE Ref. 253265593A;HL;2-N17-605-4;yes;3
101580;Druckfeder unter Lenkradplatte, Golf 1 &Co, OE Ref. 171419697;HL;2-O5-303-3;yes;5
101581;Distanzhülse für Stoßdämpfer hinten, Golf 1 &Co, OE Ref. 171512117;HL;2-K4-401-1;yes;10
101582;Haltebügel für Lenkgetriebe, Golf 1 &Co, OE Ref. 171419875;HL;2-K4-302-3;yes;8
101583;Umlenkwelle für Schaltgestänge Golf 1 &Co OE Ref. 171711173;HL;2-N5-703-4;yes;2
101584;Blende für Frontblech geschlossene Version Golf 1 &Co OE Ref. 171853662;HL;2-K5-503;yes;4
101585;Blende für Frontblech offene Version Golf 1 &Co OE Ref. 171853661;HL;2-K5-502;yes;0
101587;Schaltstange am Unterboden 4 und 5 Gang Getriebe Golf 1 &Co ab 1,5L Hubraum  OE Ref. 171711151B;HL;;no;0
101588;Halteblech für Batterie Golf &Co und T3 OE Ref. 1J0803219;HL;N-01-1-5-5;yes;5
101589;Dichtung für hinteren Kennzeichenhalter Golf 1 Cabrio OE Ref. 155813999A;HL;;no;0
101590;Spreizdübel u.a zur Nummernschildbefestigung Golf 1 Cabrio OE Ref. 535853694;HL;2-O5-302-1;yes;10
101591;Benzinleitung, Pumpe zu Druckspeicher, Golf 1 Cabrio & Scirocco 53 B, 1.8L, OE Ref. 533201220;HL;2-N17-504-1;yes;24
101592;Gummi für Haubenaufsteller, Golf &Co, T4, OE Ref. 171823395;HL;2-O5-403-1;yes;13
101593;Gummischutzkappe, 2-polig, für Kompaktstecker am Kühler, Golf &Co, T3, OE Ref. 171959459;HL;2-N7-802-6;yes;13
101594;Abdeckkappe für Türkantenabdeckung, Golf 1 & Co, OE Ref. 155867225;HL;2-N9-603-2;yes;9
101595;Klemmschelle für Kühlwasserschläuche mit D ca. 40 mm, OE Ref. N0164101;HL;2-N17-602-1;yes;42
101596;Klemmschelle, für Schläuche mit 22,0 mm, OE Ref. N0164021;HL;2-N17-601-2;yes;44
101597;Ausgleichstück für Heckklappendämpfer Golf & Co OE REf. 171827625;HL;2-O5-405-2;yes;35
101598;Kühlwasserflansch Alu, 2 Anschlüsse für Temperaturgeber, Golf & Co, OE Ref. 026121133C;HL;;no;0
101599;Kühlwasserschlauchsatz Golf 1 &Co Diesel;HL;;no;0
101600;Lichtschalter mit Dimmfunktion T3 ab Bj. 1990 OE Ref. 251941531T;HL;;no;0
101601;Kühlwasserrohr, Golf 1 Cabrio 2H, OE Ref. 037121065C;HL;2-I1-702;yes;3
101602;Kühlwasserrohr, Golf 1 &Co mit Vergaser ab Bj. 08/1981, OE Ref. 027121065;HL;;no;0
101603;Knopf, Außenspiegel Verstellung, Golf & Co, Passat, OE Ref. 191857520A;HL;2-N11-701-1;yes;26
101604;Dichtung für Laubschutzgitter. selbstklebend. Golf 2 &Co, OE Ref. 191819166;HL;N-01-5-3-3;yes;4
101605;Clip, Handbremsseil, Golf 2, Scirocco, Passat mit Scheibenbremse hinten, OE Ref. 191609207;HL;2-N7-505-3;yes;10
101606;VW-Zeichen, vorne, Chrom, Polo 86C, ab BJ 08/1990, OE Ref. 867853601;HL;2-N1-404-3;yes;1
101607;Lenkmanschette Rechts oder Links für Servolenkung Golf & Co OE Ref. 357422831B;HL;2-J2-603;yes;7
101608;2 Distanzstücke 13mm für Fensterkurbel inkl. Schrauben Golf & Co und T3;HL;2-N11-503-1;yes;10
101609;Satz Sonnenblenden in Schwarz, rechts und links, Golf 1 &Co OE Ref. 171898550;HL;2-E2-301;yes;1
101610;"Folienschriftzug ""10 Millionen"" Golf 2 OE Ref. 191853750J YG9";HL;2-N3-501-2;yes;2
101611;Folienschriftzug Limited Last Edition T3 OE Ref. 255853679D CHY;HL;2-N5-303-2;yes;1
101612;VW-Zeichen in schwarz für Heckklappe T3 ab Bj. 08/1988 OE Ref. 701853601A;HL;2-N3-403-4;yes;2
101614;Keilriemenscheibe für Wasserpumpe Golf 1 & Co bis Bj.07/1984  OE Ref. 049121031;HL;;no;0
101615;Spritzwasserdüse vorne Golf 1 &Co und Passat bis Bj. 1978 OE Ref. 823955985C;HL;2-N15-704-5;yes;3
